NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,CO_ESCOLA,NO_ESCOLA,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
2013,25,PB,2504009,Campina Grande,25126040,NDI COLEGIO E CURSO LTDA ME,4,1,49,0.0,45,91.84,562.68,509.19,524.08,528.35,599.56,,,,57.8,,89.9,10.1,0.0,De 31 a 60 alunos
2014,25,PB,2504009,Campina Grande,25126040,NDI COLEGIO E CURSO LTDA ME,4,1,41,0.0,39,95.12,591.52,536.58,542.36,526.38,596.92,,,,54.7,74.36,83.5,16.5,0.0,De 31 a 60 alunos
2015,25,PB,2504009,Campina Grande,25126040,NDI COLEGIO E CURSO LTDA ME,4,1,35,0.0,33,94.29,598.52,517.46,545.62,520.38,663.03,,,Grupo 3,77.6,72.73,91.5,7.7,0.8,De 31 a 60 alunos
2015,25,PB,2504009,Campina Grande,25127519,AECAD - ASSOCIACAO DE EDUCACAO E CULTURA ALFREDO DANTAS,4,1,211,0.0,208,98.58,606.93,533.31,555.33,529.88,730.87,,,Grupo 4,65.6,0.0,96.3,2.5,1.2,Maior que 90 alunos
2009,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,31,,10,32.3,489.11,490.33,442.21,521.52,587.5,,,,,,64.7,33.8,1.5,De 31 a 60 alunos
2010,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,30,,21,70.0,504.88,474.77,547.62,514.97,610.53,,,,,,85.9,14.1,0.0,De 1 a 30 alunos
2011,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,23,,17,73.91,480.98,487.95,529.12,556.04,562.35,,,,,,79.2,18.8,2.0,De 1 a 30 alunos
2012,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,18,,13,72.22,554.99,480.84,508.72,549.35,567.69,,,,,,64.4,35.6,0.0,De 1 a 30 alunos
2013,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,36,0.0,31,86.11,527.17,486.82,503.85,529.65,525.81,,,,45.2,,65.1,23.3,11.6,De 31 a 60 alunos
2014,25,PB,2504009,Campina Grande,25130404,TEENSITE COLEGIO E CURSOS LTDA,4,1,24,0.0,20,83.33,538.41,480.49,523.91,474.63,563.0,,,,20.0,25.0,92.7,3.6,3.7,De 1 a 30 alunos
2010,25,PB,2504009,Campina Grande,25137409,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA - IFPB CAMPUS CAMPINA GRANDE,1,1,173,,63,32.5,591.82,527.92,560.89,583.71,622.13,,,,,,77.1,21.1,1.8,Maior que 90 alunos
2011,25,PB,2504009,Campina Grande,25137409,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA - IFPB CAMPUS CAMPINA GRANDE,1,1,158,,89,56.33,537.42,525.69,577.65,605.55,605.62,,,,,,72.7,16.8,10.5,Maior que 90 alunos
2013,25,PB,2504009,Campina Grande,25137409,INSTITUTO FEDERAL DA PARAIBA - CAMPUS CAMPINA GRANDE,1,1,275,1.0,239,86.91,593.82,536.48,560.21,607.37,639.5,,,,70.8,,97.2,0.9,1.9,Maior que 90 alunos
2014,25,PB,2504009,Campina Grande,25137409,INSTITUTO FEDERAL DA PARAIBA - CAMPUS CAMPINA GRANDE,1,1,141,0.0,119,84.4,620.4,540.57,573.05,568.3,656.97,,,,75.6,95.8,,,,Maior que 90 alunos
2015,25,PB,2504009,Campina Grande,25137409,IFPB - CAMPUS CAMPINA GRANDE,1,1,149,6.0,143,95.97,618.34,526.95,552.33,537.85,658.76,,,Grupo 3,77.1,87.41,87.7,8.6,3.7,Maior que 90 alunos
2014,25,PB,2504009,Campina Grande,25151401,EEEFM ANTONIO GUEDES DE ANDRADE,2,2,34,0.0,17,50.0,544.92,442.29,501.39,435.2,549.41,,,,47.2,94.12,63.9,10.3,25.8,De 31 a 60 alunos
2015,25,PB,2504009,Campina Grande,25151401,EEEFM ANTONIO GUEDES DE ANDRADE,2,2,14,0.0,11,78.57,552.39,459.13,499.15,441.22,530.91,,,Grupo 2,90.4,72.73,75.0,18.1,6.9,De 1 a 30 alunos
2010,25,PB,2504009,Campina Grande,25152815,EEEFM ISABEL RODRIGUES DE MELO,2,2,50,,12,24.0,507.82,448.4,484.07,407.97,545.0,,,,,,58.5,12.3,29.2,De 31 a 60 alunos
2013,25,PB,2504009,Campina Grande,25152815,EEEFM ISABEL RODRIGUES DE MELO,2,2,45,0.0,24,53.33,480.54,432.71,458.0,464.88,500.83,,,,84.6,,71.5,15.0,13.5,De 31 a 60 alunos
2015,25,PB,2504009,Campina Grande,25152815,EEEFM ISABEL RODRIGUES DE MELO,2,2,69,0.0,36,52.17,542.69,443.82,485.42,434.91,532.78,,,Grupo 1,67.9,88.89,83.2,5.6,11.2,De 61 a 90 alunos
2010,25,PB,2504009,Campina Grande,25206800,PANORAMA JOVEM,4,1,150,,68,45.3,593.32,539.01,567.29,552.41,654.17,,,,,,96.4,2.3,1.3,Maior que 90 alunos
2011,25,PB,2504009,Campina Grande,25206800,PANORAMA JOVEM,4,1,149,,131,87.92,522.65,502.66,569.37,578.01,632.06,,,,,,90.6,9.0,0.4,Maior que 90 alunos
2012,25,PB,2504009,Campina Grande,25206800,PANORAMA JOVEM,4,1,152,,146,96.05,565.1,510.06,530.95,564.43,625.07,,,,,,86.6,13.4,0.0,Maior que 90 alunos
2013,25,PB,2504009,Campina Grande,25206800,PANORAMA JOVEM,4,1,121,0.0,116,95.87,570.78,509.61,544.23,560.62,625.0,,,,54.8,,93.2,6.1,0.7,Maior que 90 alunos
2014,25,PB,2504009,Campina Grande,25206800,PANORAMA JOVEM,4,1,139,0.0,137,98.56,598.25,552.64,556.15,547.37,617.96,,,,54.8,81.75,92.1,7.9,0.0,Maior que 90 alunos
2010,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,33,,29,87.9,616.78,545.6,580.27,589.19,694.64,,,,,,87.4,12.6,0.0,De 31 a 60 alunos
2011,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,38,,31,81.58,533.57,515.95,559.39,586.87,668.39,,,,,,83.1,16.1,0.8,De 31 a 60 alunos
2012,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,53,,53,100.0,570.73,513.61,524.33,590.49,640.75,,,,,,90.1,8.8,1.1,De 31 a 60 alunos
2013,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,59,0.0,57,96.61,584.52,539.5,545.61,609.43,670.18,,,,63.3,,88.1,10.7,1.2,De 31 a 60 alunos
2014,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,57,0.0,55,96.49,586.24,547.99,548.4,554.09,622.18,,,,65.1,60.0,88.8,10.8,0.4,De 31 a 60 alunos
2015,25,PB,2504009,Campina Grande,25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,4,1,84,0.0,82,97.62,600.79,538.76,540.26,561.09,697.8,,,Grupo 4,71.9,80.49,90.4,9.6,0.0,De 61 a 90 alunos
