Cod_setor,Situacao_setor,Pessoas residentes,V002,V003,V004,V005,V006
250750705000427,1,344,117,30,0,197,0
250750705000428,1,1224,551,107,0,564,2
250750705000429,1,825,187,58,1,578,1
250750705000430,1,1105,509,90,7,499,0
250750705000431,1,1209,481,165,23,539,1
250750705000432,1,950,343,20,10,577,0
250750705000433,1,655,281,72,17,284,1
250750705000434,1,1131,363,89,62,616,1
250750705000435,1,530,157,111,12,250,0
250750705000436,1,673,170,144,27,332,0
250750705000437,1,701,256,35,7,403,0
250750705000438,1,706,278,299,14,115,0
250750705000439,1,962,326,23,2,611,0
250750705000440,1,961,366,48,12,535,0
250750705000441,1,960,346,13,4,597,0
250750705000442,1,926,263,76,9,577,1
250750705000443,1,286,74,7,4,201,0
250750705000444,1,589,156,22,11,400,0
250750705000445,1,466,166,63,5,229,3
250750705000446,1,1197,375,53,53,716,0
250750705000447,1,1092,327,89,16,659,1
250750705000448,1,1015,175,128,18,694,0
250750705000449,1,540,174,17,7,342,0
250750705000450,1,730,230,59,7,434,0
250750705000451,1,762,230,7,2,519,4
250750705000452,1,463,131,56,16,259,1
250750705000453,1,943,264,210,19,450,0
250750705000454,1,1102,419,168,2,511,2
250750705000455,1,1054,308,22,2,716,6
250750705000456,1,1005,325,140,26,514,0
250750705000457,1,834,559,11,4,259,1
250750705000458,1,820,459,29,3,324,5
250750705000459,1,658,399,11,0,247,1
250750705000460,1,777,499,26,1,251,0
250750705000461,1,939,663,21,3,251,1
250750705000462,1,471,335,5,4,127,0
250750705000463,1,726,418,18,16,265,9
250750705000464,1,816,547,10,17,239,3
250750705000465,1,747,438,16,4,289,0
250750705000466,1,783,590,32,4,157,0
250750705000467,1,757,568,14,3,171,1
250750705000468,1,642,459,18,0,164,1
250750705000469,1,517,357,16,10,134,0
250750705000470,1,1195,766,31,5,393,0
250750705000471,1,967,521,42,6,391,7
250750705000472,1,441,147,35,23,236,0
250750705000473,1,1004,581,33,8,367,15
250750705000474,1,718,454,14,2,248,0
250750705000475,1,901,651,14,5,231,0
250750705000476,1,767,696,3,4,64,0
250750705000477,1,1017,793,25,0,198,1
250750705000478,1,547,389,7,5,146,0
250750705000479,1,918,633,26,11,248,0
250750705000480,1,657,359,26,0,267,5
250750705000481,1,362,250,14,1,97,0
250750705000482,1,1111,643,105,57,303,3
250750705000483,1,1011,568,19,3,421,0
250750705000484,1,377,123,13,7,231,3
250750705000485,1,560,180,30,4,346,0
250750705000486,1,531,129,17,2,383,0
250750705000487,1,558,172,20,19,347,0
250750705000488,1,338,69,6,9,254,0
250750705000489,1,309,105,12,3,189,0
250750705000490,1,762,214,22,9,516,1
250750705000491,1,982,255,43,12,671,1
250750705000492,1,613,389,19,13,191,1
250750705000493,1,357,255,5,1,96,0
250750705000494,1,661,464,12,0,185,0
250750705000495,1,934,739,16,2,177,0
250750705000496,1,685,405,21,15,244,0
250750705000497,1,966,623,11,3,329,0
250750705000498,1,800,533,15,2,250,0
250750705000499,1,353,221,18,1,111,2
250750705000500,1,1597,911,67,8,611,0
250750705000501,1,736,535,20,8,173,0
250750705000502,1,831,192,42,2,592,3
250750705000503,1,593,177,25,3,387,1
250750705000504,1,989,311,61,24,593,0
250750705000505,1,629,280,51,5,293,0
250750705000506,1,737,244,111,2,367,13
250750705000507,1,1188,385,198,35,570,0
250750705000508,1,1639,746,166,24,697,6
250750705000509,1,972,468,116,23,364,1
250750705000510,1,1097,393,76,7,621,0
250750705000511,1,812,297,63,22,430,0
250750705000512,8,155,63,42,1,49,0
250750705000513,4,458,127,26,9,295,1
250750705000514,8,978,236,60,0,682,0
250750705000515,1,1155,366,85,26,668,10
250750705000516,8,55,7,4,1,43,0
250750705000517,1,736,276,75,50,331,4
250750705000518,1,1276,432,67,26,744,7
250750705000519,1,428,157,1,7,263,0
250750705000520,1,1044,353,102,9,578,2
250750705000521,1,999,414,207,50,327,1
250750705000522,1,1249,793,40,23,393,0
250750705000523,1,746,449,32,12,253,0
250750705000524,1,803,400,17,9,377,0
250750705000525,1,261,117,2,2,140,0
250750705000526,1,557,337,14,0,201,5
250750705000527,1,559,355,20,12,172,0
250750705000528,1,822,490,25,10,297,0
250750705000529,1,705,475,16,7,207,0
250750705000530,1,724,476,34,0,210,4
250750705000531,1,716,399,30,8,274,5
250750705000532,1,457,303,16,8,128,2
250750705000533,1,365,232,8,2,123,0
250750705000534,1,536,396,7,0,133,0
250750705000535,1,611,452,7,1,150,1
250750705000536,1,774,534,13,4,223,0
250750705000537,1,783,547,10,5,215,6
250750705000538,1,939,619,17,4,299,0
250750705000539,1,832,662,6,82,82,0
250750705000540,1,430,292,4,1,133,0
250750705000541,1,678,521,11,1,145,0
250750705000542,1,732,528,11,1,192,0
250750705000543,1,447,316,10,0,120,1
250750705000544,1,805,494,22,16,272,1
250750705000545,1,273,149,16,1,101,6
250750705000546,1,571,396,15,7,152,1
250750705000547,1,509,341,10,7,151,0
250750705000548,1,963,686,18,8,251,0
250750705000549,1,983,505,52,4,411,11
250750705000550,1,603,383,6,6,208,0
250750705000551,1,935,645,23,4,258,4
250750705000552,1,663,452,14,6,190,1
250750705000553,1,566,362,21,12,170,1
250750705000554,1,944,714,12,6,212,0
250750705000555,1,535,391,12,15,116,1
250750705000556,1,540,331,13,0,194,2
250750705000557,1,496,342,8,6,140,0
250750705000558,1,370,263,6,1,100,0
250750705000559,1,474,276,11,8,174,5
250750705000560,1,772,253,90,15,407,7
250750705000561,1,347,156,39,1,148,3
250750705000562,8,6,X,X,X,X,X
250750705000563,8,332,140,9,3,175,5
250750705000564,1,393,136,34,3,220,0
250750705000565,1,382,147,16,2,217,0
250750705000566,1,1,0,0,0,1,0
250750705000567,1,26,22,4,0,0,0
250750705000569,1,44,4,1,0,39,0
250750705000570,1,50,17,2,0,31,0
250750705000571,1,968,433,61,0,474,0
250750705000572,1,226,115,6,1,104,0
250750705000573,1,147,66,11,0,70,0
250750705000574,1,338,92,10,0,235,1
250750705000575,1,754,274,44,34,402,0
250750705000576,1,803,230,65,5,503,0
250750705000577,1,178,X,X,X,X,X
250750705000578,1,541,146,79,5,304,7
250750705000579,1,284,81,19,15,169,0
250750705000580,1,1070,352,86,3,629,0
250750705000581,1,893,264,52,12,565,0
250750705000582,1,783,278,39,1,461,4
250750705000583,1,730,225,65,27,413,0
250750705000584,1,241,19,68,0,154,0
250750705000585,1,243,86,18,0,139,0
250750705000586,1,106,0,0,0,106,0
250750705000587,1,1073,20,94,0,959,0
250750705000588,1,204,31,59,0,114,0
250750705000589,1,529,204,56,1,268,0
250750705000590,1,274,98,3,4,169,0
250750705000592,1,369,151,44,0,173,1
250750705000593,1,388,105,92,15,172,4
250750705000594,1,435,181,13,1,236,4
250750705000595,1,543,166,44,9,324,0
250750705000596,1,725,378,36,2,309,0
250750705000597,1,919,499,34,2,384,0
250750705000598,1,792,375,31,24,360,2
250750705000599,1,1060,424,77,18,541,0
250750705000600,1,940,343,37,11,549,0
250750705000601,1,925,337,76,34,478,0
250750705000602,1,1312,397,57,16,842,0
250750705000603,1,464,185,22,2,255,0
250750705000604,1,1043,406,55,6,576,0
250750705000605,1,504,195,12,14,276,7
250750705000606,1,1128,384,64,3,677,0
250750705000607,1,959,413,127,22,368,29
250750705000608,1,337,127,46,10,143,11
250750705000609,1,1243,481,38,9,708,7
250750705000610,1,629,546,5,2,76,0
250750705000611,8,117,20,10,0,87,0
250750705000612,1,1065,401,48,7,609,0
250750705000613,1,558,239,28,18,272,1
250750705000614,1,798,383,96,3,316,0
250750705000615,1,817,335,243,6,233,0
250750705000616,1,929,260,77,3,586,3
250750705000617,1,1231,435,97,23,675,1
250750705000618,1,794,256,32,11,495,0
250750705000619,1,1174,438,54,10,669,3
250750705000620,1,738,251,210,3,274,0
250750705000621,1,608,256,24,10,315,3
250750705000622,1,516,183,48,12,270,3
250750705000623,1,622,463,6,1,150,2
250750705000624,1,654,388,33,8,225,0
250750705000625,1,585,397,23,0,164,1
250750705000626,1,738,517,21,7,193,0
250750705000627,1,665,506,9,8,136,6
250750705000628,1,550,319,16,5,210,0
250750705000629,1,863,607,14,3,239,0
250750705000630,1,1036,465,131,49,388,3
250750705000631,1,1305,448,107,20,730,0
250750705000632,1,14,X,X,X,X,X
250750705000633,1,667,175,97,8,387,0
250750705000634,1,1026,373,32,11,610,0
250750705000635,1,796,298,31,17,448,2
250750705000637,1,473,295,2,0,174,2
250750705000639,1,701,491,9,5,196,0
250750705000640,1,570,392,7,15,155,1
250750705000641,1,235,86,14,22,113,0
250750705000642,1,633,450,9,18,156,0
250750705000643,1,500,232,14,12,242,0
250750705000644,1,1138,754,56,1,326,1
250750705000645,1,888,224,26,4,634,0
250750705000646,1,631,243,69,11,308,0
250750705000647,1,789,312,49,16,408,4
250750705000648,1,418,243,11,10,154,0
250750705000649,1,255,108,12,5,130,0
250750705000650,1,662,292,53,2,315,0
250750705000651,1,713,282,12,3,416,0
250750705000652,1,296,130,4,0,162,0
250750705000653,1,368,260,7,0,101,0
250750705000654,1,34,20,3,2,9,0
250750705000655,1,459,188,21,11,239,0
250750705000656,1,653,212,110,15,301,15
250750705000657,1,613,172,128,11,289,13
250750705000658,1,701,142,139,39,381,0
250750705000659,1,561,170,38,17,336,0
250750705000660,1,550,172,13,16,349,0
250750705000661,1,1119,357,29,5,728,0
250750705000662,1,510,183,31,2,294,0
250750705000663,1,345,63,26,2,254,0
250750705000664,1,671,358,61,35,210,7
250750705000665,1,546,164,16,12,354,0
250750705000666,1,1088,459,78,16,535,0
250750705000667,1,387,95,18,3,266,5
250750705000668,1,27,5,6,0,16,0
250750705000669,1,800,271,85,29,403,12
250750705000670,1,902,358,29,0,511,4
250750705000671,1,94,59,6,0,29,0
250750705000672,1,680,238,48,10,384,0
250750705000673,1,706,231,54,6,415,0
250750705000674,1,920,561,284,4,68,3
250750705000675,1,964,266,74,41,582,1
250750705000676,1,767,248,144,35,323,17
250750705000677,1,657,273,75,18,291,0
250750705000678,1,547,203,59,11,274,0
250750705000679,1,743,315,74,32,320,2
250750705000680,1,654,256,39,24,334,1
250750705000681,1,565,97,31,4,433,0
250750705000682,1,673,214,58,29,366,6
250750705000683,1,664,206,44,8,406,0
250750705000684,1,978,262,222,6,488,0
250750705000685,1,1213,434,32,25,722,0
250750705000686,1,1221,483,57,19,662,0
250750705000687,1,1187,256,50,39,838,4
250750705000688,1,1167,173,18,5,971,0
250750705000689,1,1151,464,41,4,640,2
250750705000690,4,541,142,4,3,392,0
250750705000691,1,801,137,157,0,501,6
250750705000692,1,904,382,144,22,352,4
250750705000693,1,772,293,90,13,376,0
250750705000694,1,1055,420,41,17,575,2
250750705000695,1,1105,429,86,24,562,4
250750705000696,1,961,409,87,11,449,5
250750705000697,1,905,321,59,15,510,0
250750705000698,1,534,159,65,15,295,0
250750705000699,1,609,222,41,11,333,2
250750705000700,1,811,310,114,1,386,0
250750705000701,1,975,275,73,6,620,1
250750705000702,1,582,197,64,27,293,1
250750705000703,1,692,286,34,0,372,0
250750705000704,1,700,286,25,5,372,12
250750705000705,1,753,305,28,0,420,0
250750705000706,1,803,581,16,8,198,0
250750705000707,1,382,308,7,1,66,0
250750705000708,1,869,622,22,10,215,0
250750705000709,1,629,462,13,1,153,0
250750705000710,1,769,505,35,4,222,3
250750705000711,1,673,421,22,2,222,6
250750705000712,1,743,526,21,4,192,0
250750705000713,1,626,423,16,0,186,1
250750705000714,1,846,578,20,11,234,3
250750705000715,1,740,427,22,19,267,5
250750705000716,1,1343,563,56,9,713,2
250750705000717,1,490,321,9,0,160,0
250750705000718,1,687,442,18,0,226,1
250750705000719,1,619,293,28,13,285,0
250750705000720,1,657,375,33,0,248,1
250750705000721,1,609,309,18,19,262,1
250750705000722,1,608,332,11,7,256,2
250750705000723,1,585,287,14,22,262,0
250750705000724,1,261,102,43,2,110,4
250750705000725,1,560,322,34,10,190,4
250750705000726,1,364,187,24,3,149,1
250750705000727,1,699,350,50,11,288,0
250750705000728,1,805,481,34,20,269,1
250750705000729,1,668,462,18,12,176,0
250750705000730,1,971,526,69,5,368,3
250750705000731,1,923,509,32,25,357,0
250750705000732,1,801,577,24,11,189,0
250750705000733,1,660,465,7,11,177,0
250750705000734,1,577,304,27,44,202,0
250750705000735,1,862,408,35,4,415,0
250750705000736,1,611,321,23,2,265,0
250750705000737,1,868,351,115,6,393,3
250750705000738,1,629,256,70,0,303,0
250750705000739,1,828,375,78,23,352,0
250750705000740,1,423,170,17,9,227,0
250750705000741,1,1150,432,63,0,655,0
250750705000742,1,801,547,5,9,240,0
250750705000743,1,526,162,9,3,352,0
250750705000744,1,548,306,5,2,235,0
250750705000745,1,852,314,200,19,319,0
250750705000746,1,790,507,22,23,238,0
250750705000747,1,577,366,10,7,193,1
250750705000748,1,654,478,19,16,140,1
250750705000749,1,855,276,51,11,517,0
250750705000750,1,1231,391,95,26,718,1
250750705000751,1,1107,311,72,15,700,9
250750705000752,1,1207,373,167,0,665,2
250750705000753,1,1194,348,74,8,764,0
250750705000754,1,1228,394,73,21,739,1
250750705000755,1,776,306,14,2,454,0
250750705000756,1,761,297,45,24,394,1
250750705000757,1,903,336,76,0,491,0
250750705000758,1,1034,407,17,15,592,3
250750705000759,1,1170,426,51,2,689,2
250750705000760,1,964,418,106,3,437,0
250750705000761,1,958,378,19,0,560,1
250750705000762,1,749,396,60,15,278,0
250750705000763,1,935,271,123,57,484,0
250750705000764,1,1184,396,84,28,674,2
250750705000765,1,795,581,12,17,183,2
250750705000766,1,485,262,31,17,172,3
250750705000767,1,695,377,7,5,306,0
250750705000768,1,558,387,16,2,153,0
250750705000769,1,383,276,6,0,101,0
250750705000770,1,623,453,12,22,133,3
250750705000771,1,307,192,7,5,100,3
250750705000772,1,390,279,11,2,98,0
250750705000773,1,579,385,19,2,173,0
250750705000774,1,688,385,17,13,272,1
250750705000775,1,679,310,67,1,301,0
250750705000776,1,554,259,27,4,260,4
250750705000777,1,709,290,61,13,341,4
250750705000778,1,1281,437,93,45,681,25
250750705000779,1,1177,369,121,13,666,8
250750705000780,1,1134,471,131,37,487,8
250750705000781,1,1005,329,40,7,628,1
250750705000782,1,31,3,0,0,28,0
250750705000783,1,438,301,21,13,103,0
250750705000784,1,594,363,12,3,216,0
250750705000785,1,552,368,14,8,162,0
250750705000786,1,370,275,8,0,87,0
250750705000787,1,381,244,5,2,128,2
250750705000788,1,607,196,42,11,358,0
250750705000789,1,477,321,7,0,149,0
250750705000790,1,407,276,4,1,126,0
250750705000791,1,689,365,41,22,254,7
250750705000792,1,648,292,52,31,272,1
250750705000793,1,799,425,56,0,317,1
250750705000794,1,894,451,78,0,365,0
250750705000795,1,722,380,6,0,334,2
250750705000796,1,670,355,29,11,275,0
250750705000797,1,445,37,21,0,387,0
250750705000798,1,545,199,38,10,298,0
250750705000799,1,560,263,25,13,259,0
250750705000800,1,694,312,16,0,366,0
250750705000801,1,500,231,20,0,249,0
250750705000802,1,788,307,49,1,431,0
250750705000803,1,710,297,30,7,376,0
250750705000804,1,1050,443,53,24,529,1
250750705000805,1,776,304,40,19,413,0
250750705000806,1,769,292,8,2,467,0
250750705000807,1,1055,445,51,29,530,0
250750705000808,1,633,229,35,9,360,0
250750705000809,1,680,218,47,2,413,0
250750705000810,1,655,311,54,10,278,2
250750705000811,1,676,275,51,0,349,1
250750705000812,1,897,284,62,28,520,3
250750705000813,1,331,235,9,2,84,1
250750705000814,1,803,529,19,0,255,0
250750705000815,1,416,287,5,0,124,0
250750705000816,1,709,420,32,20,236,1
250750705000817,1,572,345,14,23,188,2
250750705000818,1,405,205,30,11,159,0
250750705000819,1,336,226,3,2,104,1
250750705000820,1,626,422,21,3,180,0
250750705000821,1,647,462,12,4,165,4
250750705000822,1,484,327,23,5,127,2
250750705000823,1,649,429,14,12,192,2
250750705000824,1,428,125,18,0,284,1
250750705000825,1,437,187,26,0,224,0
250750705000826,1,623,225,27,13,357,1
250750705000827,1,603,263,38,1,301,0
250750705000828,1,885,422,63,1,387,12
250750705000829,1,654,302,32,0,320,0
250750705000830,1,868,315,153,53,347,0
250750705000831,1,875,534,19,10,309,3
250750705000832,1,534,244,40,7,241,2
250750705000833,1,514,220,30,7,257,0
250750705000834,1,671,245,37,18,370,1
250750705000835,1,464,313,7,6,138,0
250750705000836,1,479,321,19,2,137,0
250750705000837,1,701,517,18,3,163,0
250750705000838,1,665,451,7,8,199,0
250750705000839,1,1005,696,9,5,295,0
250750705000840,1,840,450,19,9,362,0
250750705000841,1,36,22,0,0,14,0
250750705000842,1,757,419,49,31,253,5
250750705000843,1,814,310,17,4,483,0
250750705000844,1,635,261,61,0,310,3
250750705000845,1,699,195,29,24,450,1
250750705000846,1,599,196,52,25,325,1
250750705000847,1,1145,447,61,40,590,7
250750705000848,1,984,307,93,5,579,0
250750705000849,1,632,138,8,0,486,0
250750705000850,1,553,155,50,1,347,0
250750705000851,1,630,166,33,18,413,0
250750705000852,1,698,192,21,8,477,0
250750705000853,1,721,459,5,4,253,0
250750705000854,1,479,197,61,0,220,1
250750705000855,1,724,324,39,25,336,0
250750705000856,1,700,282,49,3,365,1
250750705000857,1,722,212,103,18,387,2
250750705000858,1,656,336,72,31,214,3
250750705000859,1,1009,464,42,10,493,0
250750705000860,1,805,417,36,7,345,0
250750705000861,1,983,583,85,20,290,5
250750705000862,1,724,389,19,6,310,0
250750705000863,1,791,435,38,30,284,4
250750705000864,1,679,375,34,15,251,4
250750705000865,1,958,511,40,2,404,1
250750705000866,1,1050,341,39,17,653,0
250750705000867,1,414,250,12,1,149,2
250750705000868,1,858,456,47,2,349,4
250750705000869,1,743,341,90,29,270,13
250750705000870,1,676,327,26,13,310,0
250750705000871,1,798,429,45,26,294,4
250750705000872,1,957,516,65,22,351,3
250750705000873,1,985,492,41,1,451,0
250750705000874,1,689,366,41,6,276,0
250750705000875,1,564,305,34,12,213,0
250750705000876,1,551,235,42,24,236,14
250750705000877,1,464,230,20,0,213,1
250750705000878,1,810,407,40,31,329,3
250750705000879,1,619,325,46,19,222,7
250750705000880,1,1038,519,54,40,413,12
250750705000881,1,863,511,47,16,270,19
250750705000882,1,491,308,20,5,157,1
250750705000883,1,968,455,57,26,430,0
250750705000884,1,663,354,31,23,254,1
250750705000885,1,928,206,10,1,711,0
250750705000886,1,632,254,62,8,308,0
250750705000887,1,610,278,14,5,313,0
250750705000888,1,533,208,62,9,254,0
250750705000889,1,820,297,53,10,460,0
250750705000890,1,573,277,36,16,240,4
250750705000891,1,361,138,16,5,202,0
250750705000892,1,663,307,31,18,306,1
250750705000893,1,745,226,101,17,401,0
250750705000894,1,781,247,28,12,494,0
250750705000895,1,880,362,47,0,471,0
250750705000896,1,758,432,10,1,314,1
250750705000897,1,915,442,51,25,395,2
250750705000898,1,1142,479,94,35,521,13
250750705000899,1,551,399,23,1,127,1
250750705000900,1,743,552,16,2,173,0
250750705000901,1,657,566,5,1,85,0
250750705000902,1,691,281,123,4,282,1
250750705000903,1,846,373,10,10,453,0
250750705000904,1,52,23,0,0,29,0
250750705000905,1,622,344,27,1,246,4
250750705000906,1,1035,559,84,33,335,24
250750705000907,1,564,196,12,114,242,0
250750705000908,1,762,272,80,11,392,7
250750705000909,1,518,168,96,24,230,0
250750705000910,4,76,12,32,0,32,0
250750705000911,1,2046,1172,136,3,729,6
250750705000912,1,484,417,2,1,64,0
250750705000913,1,520,166,36,1,313,4
250750705000914,1,514,161,52,20,278,3
250750705000915,1,762,237,100,10,410,5
250750705000916,1,873,282,51,22,518,0
250750705000917,1,257,174,14,1,68,0
250750705000918,1,550,197,59,23,262,9
250750705000919,1,815,284,67,13,450,1
250750705000920,1,889,309,91,20,468,1
250750705000921,1,1319,547,190,64,508,10
250750705000922,1,639,174,41,45,379,0
250750705000923,1,1129,413,124,34,558,0
250750705000924,1,1205,428,149,93,534,1
250750705000925,1,440,66,1,6,363,4
250750705000927,1,694,225,34,72,363,0
250750705000928,1,1284,392,136,37,719,0
250750705000929,1,916,525,25,10,356,0
250750705000930,1,799,364,48,28,359,0
250750705000931,1,873,474,54,2,343,0
250750705000932,1,853,413,52,1,376,11
250750705000933,1,813,305,51,17,433,7
250750705000934,1,1043,338,194,43,461,7
250750705000935,1,877,593,27,14,242,1
250750705000936,1,659,429,10,1,219,0
250750705000937,1,409,262,16,1,122,8
250750705000938,1,531,300,27,8,196,0
250750705000939,1,711,402,12,8,289,0
250750705000940,1,844,430,70,1,343,0
250750705000941,1,1068,458,124,24,459,3
250750705000942,1,745,503,14,6,222,0
250750705000943,1,729,210,55,28,423,13
250750705000944,1,1132,331,70,4,727,0
250750705000945,1,1052,477,71,32,472,0
250750705000946,1,676,309,61,14,286,6
250750705000947,1,645,251,35,15,344,0
250750705000948,1,1541,488,143,1,906,3
250750705000949,1,1009,270,25,57,657,0
250750705000951,8,12,X,X,X,X,X
250750705000952,1,125,36,15,0,74,0
250750705000953,1,1120,410,113,5,590,2
250750705000954,1,283,99,16,1,167,0
250750705000955,1,343,182,22,7,131,1
250750705000956,1,45,25,4,0,16,0
250750705000957,1,36,X,X,X,X,X
250750705000958,1,15,X,X,X,X,X
250750705000959,1,229,137,8,3,81,0
250750705000960,1,263,163,3,0,97,0
250750705000961,1,654,145,128,2,376,3
250750705000962,1,681,208,37,60,376,0
250750705000963,1,594,209,85,17,256,27
250760605000001,1,1009,290,113,30,576,0
250760605000002,1,743,277,15,1,450,0
250760605000003,1,505,143,9,0,353,0
250760605000004,1,711,191,31,0,489,0
250760605000005,1,738,223,66,1,448,0
250760605000006,8,588,214,12,13,349,0
250760605000007,8,651,190,17,0,444,0
250760605000008,8,368,101,19,0,248,0
250760605000010,1,495,180,83,0,232,0
250760605000011,1,953,338,56,10,549,0
250760605000012,1,698,295,41,1,361,0
250770505000001,1,770,245,38,6,481,0
250770505000002,1,964,442,42,26,454,0
250770505000003,1,826,213,35,18,560,0
250770505000004,1,706,235,27,0,444,0
250770505000005,1,918,337,78,26,477,0
250770505000006,1,993,307,64,38,584,0
250770505000007,1,568,260,13,10,280,5
250770505000008,1,795,280,81,30,404,0
250770505000009,8,1506,402,117,37,949,1
250770505000010,8,796,218,89,3,486,0
250770505000011,8,512,256,8,12,236,0
250770505000012,8,1080,398,27,20,635,0
250770505000013,8,1487,507,89,37,854,0
250770505000014,8,577,150,83,17,327,0
250770505000015,8,513,294,15,6,198,0
250770505000016,5,154,91,21,0,42,0
250770505000017,8,1027,266,63,27,671,0
250770505000018,1,273,138,7,3,124,1
250770505000019,1,852,310,42,48,452,0
250770505000020,1,831,255,16,21,532,7
250770505000021,1,628,227,24,21,356,0
250780405000001,1,726,327,17,9,373,0
250780405000002,1,1074,312,61,2,699,0
250780405000003,1,582,265,43,20,254,0
250780405000004,8,1081,504,7,0,570,0
250780405000005,8,320,179,1,0,140,0
250780405000006,8,339,62,27,0,250,0
250780405000007,8,147,40,1,0,106,0
250780405000008,1,610,184,7,9,410,0
250780405000009,1,569,260,40,0,269,0
250780405000010,1,808,269,78,0,461,0
250780405000011,5,387,199,22,0,166,0
250790305000001,1,706,292,43,2,369,0
250790305000002,1,932,367,15,1,549,0
250790305000003,1,965,339,48,1,577,0
250790305000004,1,972,251,45,2,667,7
250790305000005,1,1368,276,7,8,1077,0
250790305000006,1,1221,372,12,2,835,0
250790305000007,1,678,298,11,1,368,0
250790305000008,1,795,240,15,22,518,0
250790305000009,1,1435,351,17,2,1065,0
250790305000010,8,450,122,0,0,328,0
250790305000011,8,201,78,3,5,115,0
250790305000012,1,514,181,20,6,307,0
250800005000001,1,929,291,10,1,627,0
250800005000002,1,935,421,6,16,492,0
250800005000003,1,658,286,19,16,337,0
250800005000004,1,524,271,4,2,247,0
250800005000005,8,636,218,19,18,381,0
250800005000006,8,521,163,15,9,334,0
250800005000007,8,480,187,2,2,289,0
250800005000008,8,377,128,1,5,243,0
250800005000009,8,627,241,34,0,352,0
250800005000010,8,346,120,24,19,183,0
250800005000011,8,308,71,1,1,235,0
250800005000012,8,175,73,1,4,97,0
250800005000013,8,747,237,3,6,501,0
250800005000014,5,468,139,10,25,294,0
250800005000015,1,640,274,14,22,330,0
250800005000016,1,673,311,4,12,346,0
250800005000017,5,556,154,5,27,370,0
250800005000018,5,226,13,2,2,209,0
250810905000001,1,939,440,4,0,495,0
250810905000002,1,873,360,2,0,511,0
250810905000003,8,838,316,42,10,470,0
250810905000004,8,119,73,0,0,46,0
250810905000005,8,799,426,19,5,349,0
250810905000006,8,102,20,0,1,81,0
250810905000007,8,519,260,10,3,246,0
250810905000008,1,492,217,2,0,273,0
250820805000001,1,858,285,16,0,557,0
250820805000002,1,930,370,19,3,538,0
250820805000003,1,876,294,8,0,574,0
250820805000004,1,735,181,3,1,550,0
250820805000005,8,516,191,6,6,313,0
250820805000006,8,617,253,4,0,360,0
250820805000007,8,76,24,0,0,52,0
250820805000008,8,351,132,5,0,214,0
250820805000009,8,704,290,12,3,399,0
250820805000010,5,232,105,11,16,100,0
250820805000011,8,323,133,21,13,156,0
250820805000012,8,89,24,0,0,65,0
250820805000013,8,307,112,35,1,159,0
250820805000014,1,576,195,20,0,361,0
250820805000015,5,180,68,1,0,111,0
250830705000001,1,1047,505,36,0,506,0
250830705000002,1,1222,310,7,34,871,0
250830705000003,1,1159,539,51,23,546,0
250830705000004,1,1122,463,65,11,583,0
250830705000005,1,1212,425,19,19,749,0
250830705000006,1,1117,386,109,21,601,0
250830705000007,1,908,333,27,14,534,0
250830705000008,3,748,297,46,30,368,7
250830705000009,8,485,240,26,18,201,0
250830705000010,8,466,139,28,4,295,0
250830705000011,4,260,135,8,0,117,0
250830705000012,8,758,350,10,7,391,0
250830705000013,8,1123,400,37,22,664,0
250830705000014,4,464,119,85,2,258,0
250830705000015,8,1163,516,2,3,642,0
250830705000016,4,872,266,148,18,439,1
250830705000017,8,384,179,24,10,171,0
250830705000018,8,189,78,0,1,110,0
250830705000019,8,1052,325,41,30,656,0
250830705000020,8,329,126,3,0,200,0
250830705000021,8,465,218,1,0,246,0
250830705000022,4,497,218,81,8,190,0
250830705000023,8,659,270,7,15,367,0
250830705000024,4,625,266,9,1,349,0
250830705000025,8,384,153,17,2,212,0
250830705000026,8,981,243,82,7,649,0
250830705000027,8,734,171,29,4,530,0
250830705000028,8,1193,587,7,6,593,0
250830705000029,8,566,221,30,5,310,0
250830705000030,4,1021,314,30,8,669,0
250830705000031,8,94,23,0,0,71,0
250830705000032,8,339,195,2,6,136,0
250830705000033,1,608,331,16,1,259,1
250830705000034,1,1036,467,4,1,564,0
250830705000035,1,391,172,39,1,179,0
250830705000036,4,227,165,4,0,58,0
250840605000001,1,1335,537,96,19,683,0
250840605000002,8,352,71,16,3,262,0
250840605000003,8,267,137,1,0,129,0
250840605000004,8,158,69,2,0,87,0
250840605000005,8,130,30,3,2,95,0
250840605000006,5,599,280,0,3,316,0
250850505000001,1,624,246,57,14,307,0
250850505000002,1,878,422,21,1,434,0
250850505000003,1,933,410,14,2,507,0
250850505000004,1,871,303,53,10,505,0
250850505000005,8,566,143,62,50,309,2
250850505000006,8,1000,290,40,21,649,0
250850505000007,8,1359,779,20,0,560,0
250850505000008,8,487,241,12,3,229,2
250850505000009,1,446,213,13,15,205,0
250855405000001,1,814,330,39,2,442,1
250855405000002,1,909,291,15,14,589,0
250855405000003,8,624,270,14,1,339,0
250855405000004,8,455,183,2,1,269,0
250855405000005,8,491,239,30,2,220,0
250855405000006,5,649,250,8,0,391,0
250860405000001,1,927,262,25,29,608,3
250860405000002,1,824,188,142,31,463,0
250860405000003,1,288,106,41,43,98,0
250860405000004,1,1128,335,57,20,712,4
250860405000005,1,483,187,60,19,209,8
250860405000006,1,558,206,12,13,327,0
250860405000007,8,706,143,0,2,561,0
250860405000008,8,518,121,100,34,254,9
