Cod_setor,Situacao_setor,Pessoas residentes,V002,V003,V004,V005,V006
250860405000009,1,941,185,260,96,399,1
250860405000010,1,278,90,48,2,138,0
250860415000001,1,819,162,69,39,549,0
250860415000002,1,800,158,13,2,627,0
250860415000003,1,511,200,32,4,264,11
250860415000004,1,670,147,15,3,505,0
250860415000005,1,1042,313,86,6,627,10
250860415000006,8,354,150,61,7,132,4
250860415000007,1,883,214,24,6,639,0
250870305000001,1,1017,394,25,0,598,0
250870305000002,1,552,222,9,0,321,0
250870305000003,8,486,119,8,0,359,0
250870305000004,5,524,186,14,0,324,0
250870305000005,8,391,101,20,14,256,0
250870305000006,8,139,42,0,0,97,0
250870305000007,8,502,190,15,1,296,0
250870305000008,8,187,26,2,0,159,0
250870305000009,8,221,48,6,0,167,0
250880205000001,1,795,418,23,0,354,0
250880205000002,1,1142,397,79,14,652,0
250880205000003,1,534,184,30,2,318,0
250880205000004,1,759,263,54,1,441,0
250880205000005,8,262,107,22,2,131,0
250880205000006,8,446,144,25,0,277,0
250880205000007,1,727,339,30,16,342,0
250880205000008,1,948,395,50,1,502,0
250890105000001,1,1105,505,22,6,565,7
250890105000002,1,955,452,38,15,444,6
250890105000003,1,900,401,90,13,392,4
250890105000004,1,1096,589,2,8,497,0
250890105000005,1,996,318,28,41,609,0
250890105000006,1,878,517,12,8,341,0
250890105000007,1,1202,396,33,12,761,0
250890105000008,1,1378,445,52,7,871,3
250890105000009,1,1124,215,7,6,896,0
250890105000010,1,1117,491,95,24,503,4
250890105000011,1,1022,185,5,1,830,1
250890105000012,1,823,331,42,8,438,4
250890105000013,1,1154,500,39,18,585,12
250890105000014,1,1040,410,39,15,576,0
250890105000015,1,960,447,17,13,483,0
250890105000016,1,822,359,17,10,433,3
250890105000017,1,624,268,7,0,345,4
250890105000018,1,532,176,69,0,287,0
250890105000019,1,1109,348,124,4,633,0
250890105000020,1,893,189,158,2,520,24
250890105000021,1,825,124,20,1,680,0
250890105000022,1,324,138,9,4,166,7
250890105000023,1,1027,389,25,13,596,4
250890105000024,1,1046,348,34,15,649,0
250890105000025,1,1069,273,54,13,726,3
250890105000026,1,1274,350,165,3,756,0
250890105000027,1,1036,380,52,5,599,0
250890105000028,1,673,229,24,4,403,13
250890105000029,1,874,285,52,8,518,11
250890105000030,5,597,187,44,16,350,0
250890105000031,8,446,154,25,12,255,0
250890105000032,8,565,111,34,0,420,0
250890105000033,8,778,136,53,1,588,0
250890105000034,8,1251,461,1,0,789,0
250890105000035,8,385,113,12,8,252,0
250890105000036,8,31,10,0,0,21,0
250890105000038,5,184,57,10,0,117,0
250890105000039,5,373,127,11,9,226,0
250890105000040,1,706,304,128,21,246,7
250890105000041,1,1081,415,69,44,552,1
250890105000042,1,757,274,26,10,446,1
250890105000043,1,641,234,4,1,402,0
250890105000044,1,787,370,42,2,368,5
250890105000045,1,877,263,12,7,591,4
250890105000046,8,451,104,17,2,328,0
250890105000047,7,185,68,4,4,109,0
250890105000048,4,367,116,24,4,223,0
250890125000001,1,781,221,10,3,547,0
250890125000002,8,230,89,8,0,133,0
250890125000003,8,534,189,44,1,299,1
250890125000004,8,268,100,3,0,165,0
250890125000005,5,914,338,4,51,520,1
250890125000006,1,726,247,13,2,464,0
250890125000007,8,510,202,56,15,237,0
250900805000001,1,590,232,15,10,333,0
250900805000002,1,502,183,15,5,299,0
250900805000003,1,531,159,9,6,357,0
250900805000004,1,125,38,4,1,82,0
250900805000005,8,421,130,3,0,288,0
250900805000006,8,344,96,8,3,237,0
250900805000007,8,629,103,121,47,358,0
250900805000008,8,93,27,6,2,58,0
250900805000009,8,215,61,5,1,148,0
250900805000010,8,588,163,9,144,272,0
250900805000011,8,319,69,12,6,232,0
250900805000012,1,848,286,22,19,521,0
250900805000013,1,893,308,31,12,542,0
250900805000014,1,471,108,17,1,345,0
250900805000015,1,770,143,34,28,565,0
250900805000016,1,1046,315,42,1,688,0
250900805000017,8,420,146,0,7,267,0
250900805000018,8,563,62,15,76,410,0
250900810000001,1,251,109,1,3,138,0
250900810000002,8,567,172,4,0,391,0
250900810000003,8,573,133,5,0,435,0
250905705000001,1,1057,179,29,7,212,630
250905705000002,1,971,169,14,4,118,666
250905705000003,8,1018,102,8,0,117,791
250905705000004,8,61,3,0,0,0,58
250905705000005,5,383,11,0,0,18,354
250905705000006,8,741,29,4,0,25,683
250905705000007,5,471,11,0,0,10,450
250905705000008,5,271,3,3,0,3,262
250905705000009,5,203,9,0,0,7,187
250905710000001,1,562,111,13,1,49,388
250905710000002,8,437,71,0,0,68,298
250905710000003,5,1175,81,23,0,146,925
250905710000004,1,259,34,3,0,19,203
250910705000001,1,821,377,11,3,430,0
250910705000002,1,797,332,17,7,441,0
250910705000003,1,866,263,163,14,426,0
250910705000004,1,861,317,126,20,398,0
250910705000005,1,610,238,7,9,356,0
250910705000006,1,725,326,12,0,387,0
250910705000007,1,581,245,13,10,313,0
250910705000008,1,699,335,8,0,356,0
250910705000009,1,1200,461,31,3,705,0
250910705000010,1,459,205,22,7,224,1
250910705000011,1,733,243,56,5,429,0
250910705000012,1,1008,359,51,8,588,2
250910705000013,1,744,288,18,14,424,0
250910705000014,1,685,291,7,6,381,0
250910705000015,1,1374,482,95,2,795,0
250910705000016,1,557,161,37,19,339,1
250910705000017,1,955,353,19,9,574,0
250910705000018,1,581,203,20,1,356,1
250910705000019,1,731,260,32,1,438,0
250910705000020,8,1033,447,159,47,374,6
250910705000021,8,370,173,16,2,179,0
250910705000022,8,102,53,8,1,40,0
250910705000023,8,822,322,9,12,479,0
250910705000024,5,109,20,4,6,79,0
250910705000025,8,22,4,1,1,16,0
250910705000026,1,469,146,8,7,308,0
250910705000027,1,562,228,8,1,325,0
250910705000028,1,792,272,44,0,476,0
250910705000029,1,645,191,16,1,437,0
250910705000030,8,527,180,5,1,341,0
250910705000031,8,736,252,66,0,418,0
250915605000001,1,918,354,37,21,506,0
250915605000002,1,1302,493,73,22,713,1
250915605000003,1,1137,576,153,1,407,0
250915605000004,1,803,344,38,6,415,0
250915605000005,8,533,226,13,11,283,0
250915605000006,7,283,87,10,4,182,0
250915605000007,1,1197,390,62,8,737,0
250920605000001,1,581,288,90,17,186,0
250920605000002,1,975,397,47,0,531,0
250920605000003,1,581,223,6,71,281,0
250920605000004,1,715,253,14,0,448,0
250920605000005,8,888,263,17,2,606,0
250920605000006,8,415,194,11,5,205,0
250920605000007,8,469,189,43,0,237,0
250920605000008,8,1005,411,13,1,580,0
250920605000009,8,691,281,96,2,312,0
250920605000010,8,439,165,19,1,254,0
250920605000011,8,146,66,66,2,12,0
250920605000012,8,405,139,2,2,262,0
250920605000013,8,669,248,17,126,278,0
250920605000014,8,176,71,5,1,99,0
250920605000015,8,565,180,6,0,379,0
250920605000016,4,595,206,11,2,376,0
250920605000017,1,396,141,0,0,255,0
250920605000018,1,477,213,19,1,244,0
250920605000019,1,759,410,1,0,348,0
250920605000020,4,263,127,0,0,136,0
250920605000021,8,339,76,0,0,263,0
250920605000022,4,1353,470,26,31,826,0
250930505000001,1,792,345,87,21,318,21
250930505000002,1,671,229,9,0,422,11
250930505000003,1,1130,372,33,30,644,51
250930505000004,1,1018,325,25,1,648,19
250930505000005,8,237,87,4,0,145,1
250930505000006,1,540,177,39,0,316,8
250930505000007,1,583,190,23,0,363,7
250930505000008,1,1126,359,23,10,702,32
250930505000009,8,527,209,26,1,283,8
250930510000001,1,688,283,33,1,321,50
250930510000002,8,95,26,1,0,67,1
250933905000001,1,682,162,41,27,452,0
250933905000002,8,369,133,6,0,230,0
250933905000003,8,610,244,10,0,356,0
250933905000004,8,545,230,4,13,298,0
250933905000005,8,846,187,99,25,535,0
250933905000006,8,737,218,19,3,497,0
250933905000007,8,532,165,23,0,344,0
250937005000001,1,583,174,24,1,384,0
250937005000002,8,1113,279,6,2,826,0
250937005000003,8,388,65,10,1,312,0
250937005000004,1,618,220,2,0,396,0
250939605000001,1,908,278,35,30,565,0
250939605000002,1,1014,367,96,31,520,0
250939605000003,1,766,304,124,43,295,0
250939605000004,8,413,87,17,85,224,0
250939605000005,8,879,307,115,35,422,0
250939605000006,8,359,95,19,2,243,0
250939605000007,8,186,57,8,4,117,0
250939605000008,8,166,51,22,8,85,0
250939605000009,8,79,22,18,4,35,0
250939605000010,1,870,256,152,77,385,0
250939605000011,1,299,94,16,20,169,0
250940405000001,1,1159,428,203,30,498,0
250940405000002,1,891,327,57,9,498,0
250940405000003,1,749,245,71,9,417,7
250940405000004,1,552,224,37,12,278,1
250940405000005,1,682,240,14,1,426,1
250940405000006,8,945,165,56,2,722,0
250940405000007,8,1291,351,37,1,902,0
250940405000008,8,796,281,1,67,447,0
250940405000009,5,368,145,1,0,222,0
250940405000010,8,406,119,17,0,270,0
250940405000011,1,1050,372,35,5,636,2
250940420000001,1,500,214,6,1,279,0
250940420000002,8,503,182,36,3,282,0
250940420000003,8,838,236,28,7,567,0
250940420000004,5,175,59,1,1,114,0
250940420000005,5,84,28,0,0,56,0
250940420000006,8,561,162,137,0,262,0
250940420000007,8,416,116,2,0,298,0
250940420000008,8,345,167,5,0,173,0
250940420000009,5,180,85,1,0,94,0
250950305000001,1,410,161,3,1,245,0
250950305000002,1,541,280,3,14,244,0
250950305000003,8,620,217,8,15,380,0
250950305000004,8,273,116,5,0,152,0
250950305000005,8,583,207,3,12,361,0
250950305000006,8,358,164,3,2,189,0
250950305000007,1,1250,532,22,0,696,0
250950305000008,1,955,433,19,4,499,0
250960205000001,1,690,193,46,16,435,0
250960205000002,1,840,408,71,44,317,0
250960205000003,8,875,326,112,34,403,0
250960205000004,8,504,148,43,11,302,0
250960205000005,8,628,250,44,15,319,0
250960205000006,1,445,124,7,3,311,0
250960205000007,1,526,225,60,9,232,0
250970105000001,1,534,265,20,1,248,0
250970105000002,1,669,291,24,0,354,0
250970105000003,1,871,432,3,2,434,0
250970105000004,1,1064,369,5,10,680,0
250970105000005,1,870,306,24,0,540,0
250970105000006,1,643,251,31,13,348,0
250970105000007,1,728,158,29,8,533,0
250970105000008,1,1032,344,28,16,644,0
250970105000009,1,613,265,30,12,306,0
250970105000010,1,576,284,16,3,271,2
250970105000011,1,453,200,33,3,217,0
250970105000012,1,682,233,7,4,438,0
250970105000013,1,613,271,22,15,303,2
250970105000014,1,723,265,19,10,427,2
250970105000015,1,868,298,19,15,536,0
250970105000016,1,547,209,14,6,318,0
250970105000017,1,888,401,73,18,396,0
250970105000018,1,740,297,92,10,332,9
250970105000019,1,960,354,54,7,543,2
250970105000020,1,998,295,74,15,614,0
250970105000021,1,703,255,36,4,408,0
250970105000022,8,355,126,21,11,196,1
250970105000023,8,83,35,1,0,47,0
250970105000024,8,554,126,11,16,401,0
250970105000025,8,501,219,27,8,247,0
250970105000026,8,410,153,59,6,192,0
250970105000027,8,612,248,8,0,356,0
250970105000028,8,651,168,33,12,437,1
250970105000029,8,726,215,26,1,484,0
250970105000030,8,221,65,6,0,150,0
250970105000031,8,474,162,10,3,299,0
250970105000032,8,292,73,0,0,219,0
250970105000033,8,236,71,5,1,159,0
250970105000034,8,215,91,2,0,122,0
250970105000035,8,607,91,53,1,462,0
250970105000036,8,357,99,30,1,227,0
250970105000037,8,616,253,31,9,323,0
250970105000038,8,351,134,6,7,204,0
250970105000039,8,286,111,10,2,163,0
250970105000040,8,1136,486,11,7,632,0
250970105000041,8,500,137,0,1,362,0
250970105000042,8,1218,153,10,0,1055,0
250970105000043,1,1006,378,24,3,601,0
250970105000044,1,522,160,38,31,293,0
250970105000045,1,771,224,6,10,531,0
250970105000046,1,660,255,31,0,374,0
250970105000047,1,679,220,29,7,423,0
250970105000048,1,848,252,21,4,570,1
250970105000049,5,145,61,13,2,69,0
250970105000050,5,45,17,1,0,27,0
250980005000001,1,606,221,39,4,341,1
250980005000002,1,699,232,133,9,325,0
250980005000003,1,614,266,13,1,334,0
250980005000004,1,680,186,90,1,401,2
250980005000005,1,757,283,123,3,346,2
250980005000006,1,639,195,84,1,359,0
250980005000007,8,555,152,48,1,354,0
250980005000008,8,239,91,12,1,135,0
250980005000009,8,305,89,13,7,196,0
250980005000010,5,760,302,123,4,328,3
250980005000011,8,814,368,13,1,432,0
250980005000012,8,386,96,4,1,285,0
250980005000013,8,469,160,13,2,294,0
250980005000014,8,389,137,9,0,243,0
250980005000015,8,668,304,10,0,354,0
250980005000016,7,348,99,1,0,248,0
250980005000017,1,541,170,35,2,334,0
250990905000001,1,1546,611,142,21,772,0
250990905000002,1,636,276,34,8,318,0
250990905000003,1,912,385,83,2,442,0
250990905000004,8,546,216,40,4,286,0
250990905000005,8,673,247,23,27,376,0
250990905000006,8,1191,486,105,15,579,6
250990905000007,8,437,202,72,19,144,0
250990905000008,5,199,86,11,3,99,0
250990905000009,5,119,67,17,2,33,0
250990910000001,1,540,254,21,0,265,0
250990910000002,8,17,X,X,X,X,X
250990910000003,8,366,X,X,X,X,X
250990910000004,8,1416,618,136,32,630,0
250990910000005,8,884,288,45,1,550,0
250990910000006,8,732,226,49,22,431,4
250990910000007,5,352,114,4,2,229,3
251000605000001,1,619,356,8,5,250,0
251000605000002,1,1085,329,33,0,723,0
251000605000003,8,511,225,2,0,283,1
251000605000004,8,1204,503,32,13,656,0
251000605000005,8,651,369,5,1,276,0
251000605000006,8,378,207,2,0,169,0
251000605000007,8,441,150,1,2,288,0
251000605000008,8,545,268,11,4,262,0
251000605000009,1,812,372,26,1,413,0
251000605000010,1,668,347,7,3,311,0
251000605000011,5,130,45,4,0,81,0
251000605000012,5,175,69,0,0,106,0
251000605000013,8,61,19,0,0,42,0
251010505000001,1,648,274,11,12,351,0
251010505000002,1,752,322,39,16,375,0
251010505000003,1,653,220,13,8,412,0
251010505000004,1,566,190,19,11,346,0
251010505000005,1,695,194,63,19,419,0
251010505000006,1,540,199,14,20,307,0
251010505000007,1,716,274,6,7,429,0
251010505000008,1,729,264,10,8,447,0
251010505000009,8,699,250,54,12,383,0
251010505000010,8,413,127,4,25,257,0
251010505000011,4,810,339,30,14,427,0
251010505000012,4,719,274,30,8,407,0
251010505000013,1,525,158,7,7,353,0
251010505000014,1,1036,512,122,32,370,0
251010505000015,1,1032,409,32,10,581,0
251020405000001,1,726,246,45,47,388,0
251020405000002,1,1119,336,17,13,753,0
251020405000003,1,692,244,25,2,421,0
251020405000004,8,1103,167,71,34,831,0
251020405000005,8,343,110,2,1,230,0
251020405000006,5,586,185,85,18,298,0
251020405000007,8,110,7,0,0,103,0
251020405000008,8,701,135,54,6,506,0
251020405000009,1,690,183,24,0,483,0
251030305000001,1,817,468,35,2,309,3
251030305000002,1,308,144,9,6,149,0
251030305000003,8,782,339,24,61,358,0
251030305000004,8,482,229,18,13,222,0
251030305000005,1,452,258,27,22,142,3
251030305000006,1,975,490,40,25,420,0
251030305000007,8,545,194,4,2,345,0
251040205000001,1,600,324,4,2,270,0
251040205000002,1,622,310,32,11,269,0
251040205000003,1,946,735,43,2,166,0
251040205000004,8,895,433,80,0,382,0
251040205000005,8,415,185,75,0,155,0
251040205000006,8,318,224,6,2,86,0
251040205000007,8,280,220,11,0,49,0
251040205000008,1,648,387,11,3,247,0
251040205000009,1,700,270,34,1,394,1
251040230000001,1,352,175,4,0,173,0
251040230000002,8,899,732,81,0,86,0
251040230000003,8,256,200,1,0,55,0
251050105000001,1,558,333,18,1,206,0
251050105000002,8,163,101,9,0,53,0
251050105000003,8,332,186,1,0,145,0
251050105000004,8,464,231,22,1,210,0
251050105000005,8,766,411,10,4,341,0
251050105000006,1,669,359,41,4,265,0
251050105000007,1,675,165,27,3,480,0
251060005000001,1,973,376,117,16,464,0
251060005000002,1,488,161,46,2,277,2
251060005000003,8,253,106,11,0,136,0
251060005000004,8,628,223,33,5,365,2
251060005000005,1,586,216,4,0,366,0
251065905000001,1,699,346,27,9,317,0
251065905000002,8,129,47,16,5,61,0
251065905000003,8,428,292,8,0,128,0
251070905000001,1,329,120,9,0,200,0
251070905000002,8,507,145,28,0,334,0
251070905000003,8,88,41,1,5,41,0
251070905000004,8,529,174,8,15,332,0
251070905000005,1,780,391,9,4,376,0
251080805000001,1,380,278,3,0,99,0
251080805000002,1,531,362,9,5,155,0
251080805000003,1,817,461,17,6,333,0
251080805000004,1,467,254,6,2,205,0
251080805000005,1,274,130,4,10,130,0
251080805000006,1,452,241,23,2,186,0
251080805000007,1,693,352,38,4,299,0
251080805000008,1,754,433,8,1,311,1
251080805000009,1,625,357,53,2,213,0
251080805000010,1,914,352,107,29,425,1
251080805000011,1,1008,488,29,0,491,0
251080805000012,1,818,408,36,22,352,0
251080805000013,1,974,502,50,20,388,14
251080805000014,1,805,516,6,0,283,0
251080805000015,1,733,397,51,16,268,1
251080805000016,1,951,702,0,0,249,0
251080805000017,1,683,381,52,12,238,0
251080805000018,1,726,427,15,2,282,0
251080805000019,1,779,363,61,15,340,0
251080805000020,1,751,463,98,13,177,0
251080805000021,1,1105,562,158,1,384,0
251080805000022,1,1051,479,77,1,494,0
251080805000023,1,719,255,41,0,423,0
251080805000024,1,933,379,38,0,516,0
251080805000025,1,1178,525,25,2,626,0
251080805000026,1,670,247,34,14,375,0
251080805000027,1,464,197,37,23,207,0
251080805000028,1,504,298,11,3,192,0
251080805000029,1,703,327,16,14,342,4
251080805000030,1,935,408,23,0,504,0
251080805000031,1,465,262,15,8,180,0
251080805000032,1,988,646,47,2,293,0
251080805000033,1,535,173,55,10,296,1
251080805000034,1,959,388,150,24,396,1
251080805000035,1,393,163,27,0,203,0
251080805000036,1,907,466,45,1,395,0
251080805000037,1,1162,598,110,40,406,8
251080805000038,1,1088,503,37,11,532,5
251080805000039,1,882,388,22,0,472,0
251080805000040,1,469,230,22,17,200,0
251080805000041,1,700,321,69,9,291,10
251080805000042,1,765,331,134,26,274,0
251080805000043,1,1223,557,84,43,538,1
251080805000044,1,1095,459,42,2,592,0
251080805000045,1,644,394,10,3,237,0
251080805000046,1,983,563,29,8,383,0
251080805000047,1,537,126,1,8,402,0
251080805000048,1,4,X,X,X,X,X
251080805000049,1,1805,902,112,41,750,0
251080805000050,1,857,509,104,27,217,0
251080805000051,1,672,372,14,6,279,1
251080805000052,1,500,267,30,15,188,0
251080805000053,1,577,209,39,10,319,0
251080805000054,1,412,150,35,5,222,0
251080805000055,1,615,233,36,20,322,4
251080805000056,1,662,280,35,5,342,0
251080805000057,1,557,302,14,0,241,0
251080805000058,1,1163,553,24,11,575,0
251080805000059,1,1204,550,48,1,604,1
251080805000060,1,654,237,31,6,378,2
251080805000061,1,1429,466,66,29,868,0
251080805000062,1,376,108,22,3,243,0
251080805000063,1,952,301,51,13,586,1
251080805000064,1,1038,395,62,34,547,0
251080805000065,1,845,384,40,8,413,0
251080805000066,1,955,373,51,2,529,0
251080805000067,1,946,508,22,13,403,0
251080805000068,1,1225,379,205,43,596,2
251080805000069,1,506,244,14,2,246,0
251080805000070,1,567,262,20,1,284,0
251080805000071,1,724,323,14,0,387,0
251080805000072,1,685,329,24,2,330,0
251080805000073,1,647,277,15,4,351,0
251080805000074,1,1637,852,273,48,463,1
251080805000075,1,807,380,25,10,381,11
251080805000076,1,1211,491,72,6,641,1
251080805000077,1,16,X,X,X,X,X
251080805000078,1,681,429,48,1,203,0
251080805000079,1,1248,445,8,18,777,0
251080805000080,1,347,X,X,X,X,X
251080805000081,1,493,205,17,7,264,0
251080805000082,1,832,377,47,3,404,1
251080805000083,1,61,24,1,0,36,0
251080805000084,1,53,22,11,0,20,0
251080805000085,1,427,256,45,10,114,2
251080805000086,1,1464,584,130,17,733,0
251080805000087,1,1114,499,90,18,499,8
251080805000088,1,268,120,55,3,90,0
251080805000089,1,28,X,X,X,X,X
251080805000090,1,23,19,1,0,3,0
251080805000091,1,202,112,9,0,81,0
251080805000092,1,181,125,1,0,55,0
251080805000093,1,295,172,2,5,116,0
251080805000094,1,362,171,100,14,77,0
251080805000095,1,65,41,5,0,19,0
251080805000096,1,334,210,7,0,117,0
251080805000097,1,141,73,2,0,66,0
251080805000098,1,195,110,2,0,83,0
251080805000099,1,843,365,59,3,416,0
251080805000100,1,272,87,34,5,143,3
251080805000101,1,242,150,7,11,73,1
251080805000102,1,1512,989,85,10,428,0
251080805000103,1,16,5,3,0,8,0
251080805000104,1,123,66,5,0,52,0
251080805000105,1,280,146,5,0,129,0
251080805000106,8,551,196,60,13,282,0
251080805000107,8,455,180,8,0,267,0
251080805000108,8,450,195,13,2,240,0
251080805000109,8,30,7,6,0,17,0
251080805000110,7,234,92,2,0,140,0
251080805000111,8,642,246,10,0,386,0
251080805000112,1,763,394,12,11,346,0
251080805000113,1,377,189,14,6,167,1
251080805000114,1,640,365,52,11,209,3
251080805000115,1,650,389,26,5,230,0
251080805000116,1,1198,462,130,28,578,0
251080805000117,1,948,278,10,1,659,0
251080805000118,1,724,381,9,6,328,0
251080805000119,1,689,411,31,11,236,0
